Region Name,Window Size,Lambda,Limit,Amount,Percentage,Regulation Hours
MIDA,quarter,0,0.07,562679.5739250183,0.0010256597255606,8760.0
FLA,quarter,0,0.09,226293.2117381394,0.0012274926418648,8760.0
CAR,month,100,0.07,47036.20989328623,0.0003362849197688,2707.0
MIDA,month,10,0.05,490006.62401771545,0.0008931905169528,8759.0
FLA,year,50,0.01,3844.5571885704994,2.085420779506093e-05,67.0
CAR,year,100,0.09,114439.01895046234,0.0008181806398409,3121.0
MIDA,quarter,10,0.03,452056.5587673187,0.0008240146390402,8759.0
MIDA,year,0,0.1,823772.810988903,0.0015015839109805,8760.0
FLA,year,0,0.05,207790.1052957773,0.0011271253933946,8760.0
CAR,quarter,30,0.09,233650.28999459743,0.0016704804490639,5606.0
FLA,month,0,0.08,201291.8933777511,0.0010918768446052,8760.0
CAR,month,100,0.01,9802.563125938175,7.008332860607073e-05,2656.0
CAR,quarter,10,0.07,260396.14335939288,0.001861699664501,8754.0
CAR,month,30,0.01,52244.00983205438,0.0003735180341833,3671.0
FLA,month,50,0.09,139252.07313546538,0.0007553514037177,1690.0
CAR,month,10,0.04,202220.8863657117,0.0014457762371025,8145.0
MIDA,month,50,0.03,303973.3293966055,0.0005540865815189,3264.0
MIDA,month,30,0.07,519388.2475731373,0.0009467477266844,7841.0
MIDA,quarter,10,0.04,491332.9044835568,0.0008956080784241,8759.0
FLA,year,10,0.07,216333.23631110787,0.0011734662905839,3867.0
FLA,year,50,0.07,154949.49029654264,0.0008404996232048,1789.0
CAR,year,100,0.1,118116.8139832914,0.0008444749992365,3146.0
MIDA,month,0,0.08,548813.1205365658,0.0010003837720055,8760.0
FLA,year,100,0.05,46987.99509987235,0.0002548791357816,362.0
FLA,month,30,0.06,165071.43312475085,0.0008954045416845,2640.0
CAR,month,10,0.07,228830.68704417348,0.0016360227451975,8529.0
MIDA,month,100,0.04,186290.53953409195,0.0003395728448435,1318.0
CAR,year,100,0.08,110133.2290646732,0.0007873964374239,3090.0
FLA,quarter,0,0.02,165949.17079511285,0.0009001656943659,8760.0
CAR,year,10,0.03,263220.95957270265,0.0018818956602203,8754.0
CAR,month,30,0.03,144512.15433210137,0.0010331882253151,4736.0
FLA,quarter,30,0.03,149478.89969441295,0.0008108252478261,2585.0
FLA,year,10,0.09,226946.18591293693,0.0012310345996139,3827.0
MIDA,year,50,0.02,429046.76000249386,0.0007820720753148,4102.0
FLA,year,50,0.09,171550.06096842885,0.0009305468596817,1939.0
CAR,quarter,100,0.06,69774.49101859331,0.0004988520369165,2850.0
CAR,month,50,0.04,117141.21223190428,0.0008374999441155,3818.0
FLA,month,0,0.04,182601.20926123855,0.0009904921099584,8760.0
MIDA,month,0,0.04,461575.1602897644,0.0008413652710476,8760.0
CAR,quarter,100,0.04,53984.893304139376,0.0003859644634357,2725.0
CAR,month,10,0.06,221888.5389747024,0.0015863899258895,8387.0
FLA,quarter,0,0.04,197898.72368484733,0.0010734711186948,8760.0
FLA,quarter,30,0.08,197074.0574512184,0.0010689978438405,2794.0
MIDA,month,0,0.1,575531.6697125435,0.0010490866947437,8760.0
CAR,year,0,0.01,156638.67306426167,0.0011198866516588,8760.0
FLA,quarter,50,0.02,70464.93081223965,0.0003822261543648,1026.0
MIDA,year,100,0.03,345185.86932861805,0.0006292093411767,2249.0
MIDA,quarter,100,0.02,114492.67363333702,0.0002086987508686,851.0
MIDA,quarter,0,0.02,395952.5314962864,0.000721747480465,8760.0
FLA,year,50,0.06,145510.90009438992,0.0007893014456999,1711.0
MIDA,quarter,0,0.1,607387.4785910845,0.0011071538820133,8760.0
zonf,quarter,20,0.09,1148.3607881534845,0.0001989955208966,53.0
zone,year,30,0.03,0.0,0.0,0.0
zone,year,20,0.08,0.0,0.0,0.0
zonf,quarter,40,0.08,0.0,0.0,0.0
zond,month,20,0.01,0.0,0.0,0.0
zone,year,20,0.06,0.0,0.0,0.0
zonf,year,30,0.05,0.0,0.0,0.0
zonf,quarter,0,0.09,48286.22088711057,0.0083673543860844,8760.0
zonf,quarter,40,0.1,0.0,0.0,0.0
zond,quarter,30,0.08,0.0,0.0,0.0
zonf,year,50,0.05,0.0,0.0,0.0
zone,quarter,30,0.02,0.0,0.0,0.0
zonf,quarter,20,0.05,0.0,0.0,0.0
zone,month,0,0.03,8609.739548742305,0.0023661974527057,8760.0
zond,quarter,30,0.1,0.0,0.0,0.0
zond,year,50,0.09,0.0,0.0,0.0
zond,quarter,0,0.04,10775.061240875162,0.0036770076914243,8760.0
zone,month,50,0.1,0.0,0.0,0.0
zonf,quarter,30,0.07,0.0,0.0,0.0
zone,year,30,0.05,0.0,0.0,0.0
zonf,year,30,0.07,0.0,0.0,0.0
zond,quarter,20,0.05,0.0,0.0,0.0
zonf,quarter,40,0.09,0.0,0.0,0.0
zond,quarter,20,0.08,0.0,0.0,0.0
zonf,month,0,0.05,22776.336714169945,0.003946833639141,8760.0
zond,year,50,0.04,0.0,0.0,0.0
zond,year,20,0.04,0.0,0.0,0.0
zone,month,40,0.05,0.0,0.0,0.0
zonf,month,40,0.09,0.0,0.0,0.0
zond,year,0,0.08,23928.93926453963,0.0081657905933343,8760.0
zonf,quarter,50,0.07,0.0,0.0,0.0
zonf,year,40,0.01,0.0,0.0,0.0
zone,month,10,0.04,0.0,0.0,0.0
zond,month,0,0.1,22976.66282019019,0.0078408246621011,8760.0
zond,quarter,20,0.1,0.0,0.0,0.0
zond,quarter,0,0.07,18856.357171531767,0.0064347634599927,8760.0
zonf,quarter,0,0.04,21460.542616494,0.0037188241715931,8760.0
zonf,month,0,0.06,27331.604057003744,0.0047362003669692,8760.0
zone,month,40,0.08,0.0,0.0,0.0
zone,quarter,0,0.03,10062.0229353616,0.0027653255831876,8760.0
zonf,quarter,20,0.07,132.43400431796908,2.2949036527157177e-05,7.0
zond,year,50,0.03,0.0,0.0,0.0
zone,quarter,0,0.07,23478.053515844516,0.0064524263607713,8760.0
zond,quarter,10,0.01,0.0,0.0,0.0
zond,month,20,0.05,0.0,0.0,0.0
zond,month,20,0.04,0.0,0.0,0.0
zond,month,10,0.05,0.0,0.0,0.0
zond,month,20,0.09,0.0,0.0,0.0
zonf,quarter,10,0.05,1280.536042170599,0.0002218997194674,114.0
zond,quarter,30,0.07,0.0,0.0,0.0
zond,year,0,0.09,26920.05667260755,0.0091865144175012,8760.0
zonf,year,50,0.03,0.0,0.0,0.0
zond,year,20,0.09,0.0,0.0,0.0
zone,year,0,0.02,7584.59276772663,0.0020844584188875,8760.0
zond,quarter,30,0.02,0.0,0.0,0.0
zond,year,50,0.02,0.0,0.0,0.0
zond,month,0,0.02,4595.3325640382245,0.0015681649324202,8760.0
zond,month,50,0.08,0.0,0.0,0.0
zonf,month,10,0.02,0.0,0.0,0.0
zone,quarter,40,0.03,0.0,0.0,0.0
zonf,month,40,0.03,0.0,0.0,0.0
zond,month,30,0.02,0.0,0.0,0.0
zond,year,0,0.1,29911.17408067407,0.0102072382416677,8760.0
zonf,month,30,0.08,0.0,0.0,0.0
zonf,month,20,0.06,0.0,0.0,0.0
zone,month,20,0.09,0.0,0.0,0.0
zond,quarter,0,0.1,26937.65310218884,0.0091925192285613,8760.0
zond,quarter,10,0.1,585.1222767527215,0.0001996739567364,57.0
zonf,month,20,0.07,101.24437703751028,1.7544292485671235e-05,5.0
zond,year,20,0.07,0.0,0.0,0.0
zond,quarter,10,0.07,0.0,0.0,0.0
zone,month,0,0.09,25829.218646227848,0.0070985923581174,8760.0
zond,month,30,0.08,0.0,0.0,0.0
zonf,quarter,50,0.06,0.0,0.0,0.0
zone,month,20,0.07,0.0,0.0,0.0
zonf,month,50,0.04,0.0,0.0,0.0
zone,year,50,0.06,0.0,0.0,0.0
zond,month,30,0.03,0.0,0.0,0.0
zond,month,10,0.08,0.0,0.0,0.0
zone,year,10,0.08,3712.014566448517,0.0010201655185748,306.0
zond,year,10,0.08,392.6444689664058,0.0001339905825228,37.0
zone,quarter,40,0.02,0.0,0.0,0.0
zone,month,30,0.02,0.0,0.0,0.0
zone,quarter,20,0.06,0.0,0.0,0.0
zone,month,0,0.02,5739.826365828514,0.0015774649684705,8760.0
zond,month,40,0.07,0.0,0.0,0.0
zone,year,10,0.1,9072.672492446844,0.0024934243851774,706.0
zonf,month,40,0.06,0.0,0.0,0.0
zonf,year,0,0.1,60970.82784648612,0.0105654266254801,8760.0
zond,month,10,0.07,0.0,0.0,0.0
zond,year,0,0.02,5982.234816134907,0.0020414476483335,8760.0
zonf,month,40,0.02,0.0,0.0,0.0
zone,month,50,0.02,0.0,0.0,0.0
zone,month,10,0.05,0.0,0.0,0.0
zond,quarter,10,0.05,0.0,0.0,0.0
zone,year,50,0.07,0.0,0.0,0.0
zonf,quarter,20,0.03,0.0,0.0,0.0
zonf,month,20,0.09,886.1994201568887,0.0001535664723592,40.0
zond,year,30,0.09,0.0,0.0,0.0
zone,month,40,0.1,0.0,0.0,0.0
zonf,quarter,30,0.1,49.21371578797698,8.528076811328235e-06,2.0
zonf,year,30,0.03,0.0,0.0,0.0
zond,year,50,0.01,0.0,0.0,0.0
zone,month,40,0.06,0.0,0.0,0.0
zonf,quarter,30,0.08,0.0,0.0,0.0
zone,month,20,0.01,0.0,0.0,0.0
zond,month,40,0.08,0.0,0.0,0.0
zonf,month,10,0.1,13832.440285645424,0.0023969763582231,1020.0
zonf,month,10,0.07,3957.321475087665,0.0006857507295742,316.0
zone,year,40,0.07,0.0,0.0,0.0
zone,month,50,0.07,0.0,0.0,0.0
zone,month,30,0.08,0.0,0.0,0.0
zone,quarter,40,0.09,0.0,0.0,0.0
zone,year,30,0.04,0.0,0.0,0.0
zone,year,50,0.09,0.0,0.0,0.0
zonf,year,0,0.09,54873.74506183807,0.0095088839629322,8760.0
zone,year,20,0.09,40.87926554493606,1.1234766563297386e-05,2.0
zone,month,30,0.07,0.0,0.0,0.0
zone,month,0,0.1,28699.131829142105,0.0078873248423527,8760.0
zond,year,20,0.05,0.0,0.0,0.0
zond,month,50,0.01,0.0,0.0,0.0
zone,quarter,10,0.1,4555.710510973353,0.0012520367829134,388.0
zond,month,20,0.1,0.0,0.0,0.0
zone,quarter,20,0.01,0.0,0.0,0.0
zond,quarter,40,0.07,0.0,0.0,0.0
zone,quarter,50,0.09,0.0,0.0,0.0
zonf,month,30,0.06,0.0,0.0,0.0
zond,quarter,20,0.04,0.0,0.0,0.0
zone,month,10,0.02,0.0,0.0,0.0
zonf,year,20,0.06,214.79445495456457,3.722099786961053e-05,11.0
zone,year,50,0.08,0.0,0.0,0.0
zonf,year,50,0.07,0.0,0.0,0.0
zond,year,10,0.03,0.0,0.0,0.0
zonf,year,30,0.09,322.1916824327782,5.583149680457719e-05,11.0
zond,month,40,0.05,0.0,0.0,0.0
zonf,year,10,0.09,26510.966448995285,0.0045939948772332,1818.0
zone,month,30,0.04,0.0,0.0,0.0
zone,quarter,50,0.03,0.0,0.0,0.0
zond,month,0,0.07,16083.66397413332,0.0054885772634708,8760.0
zonf,year,10,0.02,0.0,0.0,0.0
zonf,year,20,0.03,0.0,0.0,0.0
zonf,month,10,0.05,825.5053596263751,0.0001430490057972,72.0
zone,month,20,0.04,0.0,0.0,0.0
zone,month,40,0.07,0.0,0.0,0.0
zonf,quarter,10,0.06,3894.271238020621,0.0006748249692233,331.0
zone,quarter,50,0.07,0.0,0.0,0.0
zone,year,10,0.04,0.0,0.0,0.0
zonf,quarter,10,0.03,0.0,0.0,0.0
zond,year,40,0.09,0.0,0.0,0.0
zonf,year,20,0.07,770.6565612442791,0.0001335444447592,35.0
zond,year,30,0.01,0.0,0.0,0.0
zond,year,30,0.07,0.0,0.0,0.0
zone,month,0,0.04,11479.652731656564,0.003154929936941,8760.0
zond,year,50,0.05,0.0,0.0,0.0
zone,year,40,0.05,0.0,0.0,0.0
zonf,quarter,20,0.08,457.5305509567261,7.928390733384776e-05,21.0
zonf,year,10,0.03,107.39722747728229,1.8610498934805265e-05,11.0
zond,month,50,0.02,0.0,0.0,0.0
zonf,year,0,0.05,30485.41392324306,0.00528271331274,8760.0
zonf,quarter,10,0.1,23277.58472830709,0.004033693196434,1659.0
zond,quarter,0,0.05,13468.826551094186,0.0045962596142805,8760.0
zone,year,0,0.05,18961.48191931657,0.0052111460472189,8760.0
zonf,quarter,0,0.05,26825.67827061657,0.0046485302144912,8760.0
zonf,month,40,0.05,0.0,0.0,0.0
zone,year,30,0.09,0.0,0.0,0.0
zone,year,10,0.07,2061.543419063557,0.000566569843282,179.0
zone,year,20,0.05,0.0,0.0,0.0
zond,month,30,0.1,0.0,0.0,0.0
zond,month,0,0.06,13785.997692114208,0.0047044947972607,8760.0
zone,month,40,0.02,0.0,0.0,0.0
zonf,month,40,0.04,0.0,0.0,0.0
zond,quarter,50,0.04,0.0,0.0,0.0
zond,month,10,0.03,0.0,0.0,0.0
zonf,year,30,0.01,0.0,0.0,0.0
zone,quarter,0,0.05,16770.03822560329,0.0046088759719795,8760.0
zonf,month,30,0.05,0.0,0.0,0.0
zone,year,50,0.04,0.0,0.0,0.0
zond,month,10,0.02,0.0,0.0,0.0
zone,month,30,0.1,0.0,0.0,0.0
zonf,year,0,0.07,42679.5794925401,0.007395798637836,8760.0
zond,month,30,0.07,0.0,0.0,0.0
zonf,quarter,10,0.02,0.0,0.0,0.0
zone,quarter,50,0.1,0.0,0.0,0.0
zond,month,20,0.03,0.0,0.0,0.0
zonf,quarter,0,0.01,5365.135654124431,0.0009297060428984,8760.0
zone,quarter,0,0.09,30186.068806085736,0.0082959767495631,8760.0
zone,month,30,0.06,0.0,0.0,0.0
zonf,year,0,0.01,6097.082784648985,0.001056542662548,8760.0
zond,quarter,20,0.01,0.0,0.0,0.0
zond,month,20,0.08,0.0,0.0,0.0
zond,year,40,0.07,0.0,0.0,0.0
zone,quarter,20,0.04,0.0,0.0,0.0
zonf,month,10,0.04,195.1650269003585,3.381948128976294e-05,18.0
zond,month,30,0.05,0.0,0.0,0.0
zone,year,30,0.08,0.0,0.0,0.0
zond,year,10,0.1,2299.581119539682,0.0007847359077204,201.0
zonf,year,0,0.06,36582.496707892045,0.0063392559752881,8760.0
zond,quarter,10,0.03,0.0,0.0,0.0
zone,year,30,0.02,0.0,0.0,0.0
zonf,month,50,0.03,0.0,0.0,0.0
zonf,quarter,30,0.06,0.0,0.0,0.0
zonf,month,20,0.08,390.3300537997857,6.76389625793645e-05,18.0
zone,year,50,0.02,0.0,0.0,0.0
zone,quarter,20,0.1,0.0,0.0,0.0
zone,month,10,0.01,0.0,0.0,0.0
zond,year,40,0.01,0.0,0.0,0.0
zond,year,50,0.08,0.0,0.0,0.0
zond,quarter,10,0.02,0.0,0.0,0.0
zonf,month,40,0.07,0.0,0.0,0.0
zonf,year,30,0.06,0.0,0.0,0.0
zone,month,50,0.09,0.0,0.0,0.0
zone,month,30,0.09,0.0,0.0,0.0
zonf,quarter,40,0.05,0.0,0.0,0.0
zone,year,10,0.05,156.72624621214345,4.307275992030196e-05,15.0
zonf,year,30,0.08,52.23866533767432,9.052259992727313e-06,2.0
zone,year,10,0.03,0.0,0.0,0.0
zond,month,50,0.1,0.0,0.0,0.0
zone,month,30,0.05,0.0,0.0,0.0
zond,year,40,0.06,0.0,0.0,0.0
zone,quarter,20,0.07,0.0,0.0,0.0
zond,year,20,0.03,0.0,0.0,0.0
zond,quarter,20,0.03,0.0,0.0,0.0
zonf,year,40,0.03,0.0,0.0,0.0
zone,year,0,0.04,15169.185535453726,0.0041689168377752,8760.0
zonf,month,0,0.07,31886.87139983661,0.0055255670947973,8760.0
zonf,quarter,30,0.09,0.0,0.0,0.0
zonf,year,10,0.1,33466.0267574992,0.0057992135360696,2198.0
zond,year,30,0.06,0.0,0.0,0.0
zone,year,20,0.01,0.0,0.0,0.0
zone,year,40,0.06,0.0,0.0,0.0
zonf,year,40,0.04,0.0,0.0,0.0
zond,quarter,20,0.09,0.0,0.0,0.0
zonf,quarter,50,0.03,0.0,0.0,0.0
zonf,year,10,0.08,20252.87419177126,0.0035095514328098,1467.0
zond,quarter,40,0.05,0.0,0.0,0.0
zond,quarter,0,0.01,2693.7653102185577,0.000919251922856,8760.0
zond,month,40,0.03,0.0,0.0,0.0
zonf,year,10,0.05,3745.301876938902,0.0006490105771682,310.0
zonf,quarter,50,0.02,0.0,0.0,0.0
zonf,year,50,0.08,0.0,0.0,0.0
zond,quarter,40,0.1,0.0,0.0,0.0
zonf,month,20,0.03,0.0,0.0,0.0
zone,year,10,0.02,0.0,0.0,0.0
zone,month,30,0.01,0.0,0.0,0.0
zone,quarter,10,0.04,0.0,0.0,0.0
zonf,quarter,40,0.03,0.0,0.0,0.0
zonf,month,50,0.09,0.0,0.0,0.0
zonf,month,40,0.01,0.0,0.0,0.0
zone,quarter,10,0.07,334.81379571929574,9.20162039834835e-05,31.0
zone,year,10,0.09,6122.405509788543,0.001682608427314,490.0
zond,year,0,0.04,11964.469632269816,0.0040828952966671,8760.0
zonf,year,50,0.01,0.0,0.0,0.0
zonf,month,30,0.03,0.0,0.0,0.0
zond,month,10,0.01,0.0,0.0,0.0
zonf,month,30,0.04,0.0,0.0,0.0
zonf,month,20,0.02,0.0,0.0,0.0
zonf,month,50,0.07,0.0,0.0,0.0
zone,quarter,50,0.01,0.0,0.0,0.0
zond,year,40,0.04,0.0,0.0,0.0
zond,quarter,10,0.06,0.0,0.0,0.0
zonf,year,50,0.02,0.0,0.0,0.0
zonf,quarter,10,0.01,0.0,0.0,0.0
zonf,year,0,0.02,12194.16556929797,0.0021130853250961,8760.0
zond,month,40,0.1,0.0,0.0,0.0
zone,quarter,30,0.01,0.0,0.0,0.0
zone,month,0,0.01,2869.9131829137914,0.0007887324842351,8760.0
zone,year,40,0.02,0.0,0.0,0.0
zond,quarter,40,0.01,0.0,0.0,0.0
zone,year,40,0.04,0.0,0.0,0.0
zonf,month,0,0.01,4555.267342834733,0.0007893667278283,8760.0
zonf,quarter,20,0.06,0.0,0.0,0.0
zone,month,10,0.06,71.13868960691616,1.9550903390718515e-05,7.0
zond,month,10,0.1,153.5520786717534,5.239990397162544e-05,15.0
zonf,year,50,0.1,0.0,0.0,0.0
zonf,month,30,0.01,0.0,0.0,0.0
zone,quarter,20,0.05,0.0,0.0,0.0
zone,year,20,0.07,0.0,0.0,0.0
zonf,year,20,0.04,0.0,0.0,0.0
zone,quarter,0,0.02,6708.015290241223,0.0018435503887917,8760.0
zonf,month,20,0.01,0.0,0.0,0.0
zone,month,50,0.08,0.0,0.0,0.0
zond,quarter,0,0.08,21550.12248175079,0.0073540153828489,8760.0
zond,quarter,50,0.03,0.0,0.0,0.0
zone,quarter,10,0.01,0.0,0.0,0.0
zond,quarter,20,0.07,0.0,0.0,0.0
zonf,quarter,20,0.1,2561.072084341198,0.0004437994389349,114.0
zone,month,20,0.1,0.0,0.0,0.0
zone,quarter,50,0.05,0.0,0.0,0.0
zonf,quarter,0,0.03,16095.4069623705,0.0027891181286948,8760.0
zonf,year,40,0.07,0.0,0.0,0.0
zone,quarter,0,0.1,33540.07645120565,0.0092177519439588,8760.0
zonf,year,40,0.1,0.0,0.0,0.0
zone,quarter,50,0.08,0.0,0.0,0.0
zone,quarter,40,0.05,0.0,0.0,0.0
zonf,month,0,0.02,9110.534685667604,0.0015787334556563,8760.0
zone,quarter,30,0.04,0.0,0.0,0.0
zond,year,20,0.02,0.0,0.0,0.0
zond,quarter,50,0.1,0.0,0.0,0.0
zonf,year,40,0.09,0.0,0.0,0.0
zonf,quarter,40,0.06,0.0,0.0,0.0
zonf,quarter,10,0.08,12213.496637267992,0.0021164351398755,944.0
zonf,quarter,20,0.04,0.0,0.0,0.0
zone,year,50,0.1,0.0,0.0,0.0
zone,year,0,0.03,11376.889151589943,0.0031266876283313,8760.0
zone,year,40,0.03,0.0,0.0,0.0
zond,month,50,0.07,0.0,0.0,0.0
zond,year,30,0.03,0.0,0.0,0.0
zond,month,40,0.01,0.0,0.0,0.0
zone,quarter,0,0.06,20124.04587072367,0.0055306511663753,8760.0
zond,month,0,0.04,9190.665128075983,0.0031363298648404,8760.0
zone,year,20,0.1,313.45249242382124,8.614551984047595e-05,15.0
zone,quarter,0,0.04,13416.030580482446,0.0036871007775835,8760.0
zonf,year,10,0.06,8085.697903580032,0.0014011429881052,641.0
zond,quarter,30,0.06,0.0,0.0,0.0
zond,month,30,0.09,0.0,0.0,0.0
zone,quarter,10,0.03,0.0,0.0,0.0
zonf,quarter,30,0.01,0.0,0.0,0.0
zone,year,0,0.1,37922.963838633616,0.0104222920944379,8760.0
zonf,month,10,0.09,9805.885407759808,0.0016992284086154,740.0
zone,month,0,0.06,17219.479097485077,0.0047323949054116,8760.0
zone,quarter,20,0.09,0.0,0.0,0.0
zonf,month,0,0.08,36442.13874267042,0.0063149338226254,8760.0
zone,month,10,0.09,1309.0696453941057,0.0003597689852068,114.0
zond,year,10,0.01,-64.12686809198931,-2.1883401117639592e-05,17.0
zond,quarter,0,0.06,16162.591861313207,0.0055155115371367,8760.0
zonf,quarter,30,0.05,0.0,0.0,0.0
zone,month,0,0.08,22959.305463313125,0.006309859873882,8760.0
zone,quarter,30,0.1,0.0,0.0,0.0
zond,quarter,30,0.04,0.0,0.0,0.0
zone,quarter,40,0.1,0.0,0.0,0.0
zonf,month,20,0.05,0.0,0.0,0.0
zonf,quarter,0,0.02,10730.271308247,0.0018594120857965,8760.0
zonf,month,50,0.02,0.0,0.0,0.0
zone,quarter,40,0.01,0.0,0.0,0.0
zond,quarter,40,0.09,0.0,0.0,0.0
zone,year,30,0.1,0.0,0.0,0.0
zone,year,0,0.08,30338.371070906986,0.0083378336755503,8760.0
zone,quarter,30,0.08,0.0,0.0,0.0
zonf,quarter,20,0.01,0.0,0.0,0.0
zone,quarter,10,0.05,0.0,0.0,0.0
zond,quarter,50,0.02,0.0,0.0,0.0
zone,year,20,0.03,0.0,0.0,0.0
zone,month,50,0.05,0.0,0.0,0.0
zone,quarter,10,0.08,1103.732537956443,0.0003033365997886,99.0
zone,quarter,30,0.07,0.0,0.0,0.0
zonf,month,50,0.05,0.0,0.0,0.0
zone,year,0,0.09,34130.667454770766,0.0093800628849942,8760.0
zonf,month,10,0.01,0.0,0.0,0.0
zone,year,0,0.01,3792.296383863315,0.0010422292094437,8760.0
zond,month,50,0.05,0.0,0.0,0.0
zond,month,40,0.04,0.0,0.0,0.0
zonf,year,40,0.02,0.0,0.0,0.0
zonf,year,0,0.03,18291.248353946023,0.003169627987644,8760.0
zond,year,50,0.1,0.0,0.0,0.0
zone,year,50,0.01,0.0,0.0,0.0
zone,month,10,0.1,2234.0613003303297,0.0006139825865931,189.0
zond,quarter,0,0.09,24243.887791969813,0.0082732673057051,8760.0
zonf,month,40,0.08,0.0,0.0,0.0
zond,quarter,10,0.04,0.0,0.0,0.0
zonf,month,20,0.1,1651.0107192527505,0.0002860980115944,72.0
zond,month,40,0.09,0.0,0.0,0.0
zonf,year,30,0.1,729.5259415851906,0.0001264170600833,23.0
zond,month,0,0.08,18381.330256151967,0.0062726597296808,8760.0
zone,year,0,0.06,22753.77830318036,0.0062533752566628,8760.0
zonf,year,40,0.05,0.0,0.0,0.0
zond,year,20,0.08,0.0,0.0,0.0
zonf,month,50,0.06,0.0,0.0,0.0
zone,month,50,0.01,0.0,0.0,0.0
zonf,month,10,0.03,0.0,0.0,0.0
zone,quarter,20,0.02,0.0,0.0,0.0
zond,year,20,0.06,0.0,0.0,0.0
zone,month,20,0.08,0.0,0.0,0.0
zonf,year,10,0.07,13708.910202595403,0.0023755702518178,1039.0
zonf,quarter,50,0.08,0.0,0.0,0.0
zone,year,10,0.06,744.5562189253978,0.0002046248923842,67.0
zond,quarter,40,0.02,0.0,0.0,0.0
zond,month,30,0.01,0.0,0.0,0.0
zonf,quarter,50,0.09,0.0,0.0,0.0
zonf,month,30,0.02,0.0,0.0,0.0
zone,month,40,0.01,0.0,0.0,0.0
zonf,year,0,0.08,48776.66227718908,0.0084523413003841,8760.0
zonf,year,40,0.08,0.0,0.0,0.0
zonf,month,30,0.1,49.21371578797698,8.528076811328235e-06,2.0
zone,year,30,0.01,0.0,0.0,0.0
zonf,year,40,0.06,0.0,0.0,0.0
zond,quarter,50,0.07,0.0,0.0,0.0
zond,quarter,40,0.04,0.0,0.0,0.0
zone,quarter,50,0.06,0.0,0.0,0.0
zonf,quarter,30,0.04,0.0,0.0,0.0
zone,month,40,0.04,0.0,0.0,0.0
zond,year,40,0.08,0.0,0.0,0.0
zone,quarter,0,0.08,26832.06116096489,0.0073742015551671,8760.0
zond,year,10,0.06,0.0,0.0,0.0
zonf,month,0,0.1,45552.67342833802,0.0078936672782818,8760.0
zonf,year,30,0.02,0.0,0.0,0.0
zonf,quarter,0,0.06,32190.813924741,0.0055782362573897,8760.0
zond,year,20,0.01,0.0,0.0,0.0
zond,month,50,0.09,0.0,0.0,0.0
zone,month,10,0.08,617.1469606827013,0.0001696092614701,55.0
zonf,year,20,0.02,0.0,0.0,0.0
zone,month,10,0.03,0.0,0.0,0.0
zone,quarter,30,0.05,0.0,0.0,0.0
zone,quarter,40,0.08,0.0,0.0,0.0
zond,month,0,0.01,2297.6662820186466,0.0007840824662099,8760.0
zonf,year,30,0.04,0.0,0.0,0.0
zone,year,40,0.09,0.0,0.0,0.0
zone,year,40,0.08,0.0,0.0,0.0
zone,quarter,10,0.02,0.0,0.0,0.0
zond,year,40,0.1,0.0,0.0,0.0
zond,month,50,0.03,0.0,0.0,0.0
zonf,quarter,40,0.07,0.0,0.0,0.0
zonf,month,0,0.03,13665.802028502338,0.0023681001834847,8760.0
zond,month,0,0.05,11488.331410095096,0.0039204123310505,8760.0
zond,quarter,50,0.09,0.0,0.0,0.0
zond,year,10,0.07,38.47713100491092,1.3130385385866302e-05,4.0
zond,year,30,0.05,0.0,0.0,0.0
zond,year,0,0.01,2991.117408066988,0.0010207238241666,8760.0
zond,year,10,0.02,0.0,0.0,0.0
zond,year,0,0.06,17946.704448404722,0.0061243429450007,8760.0
zone,quarter,50,0.04,0.0,0.0,0.0
zond,quarter,40,0.08,0.0,0.0,0.0
zond,month,40,0.02,0.0,0.0,0.0
zond,quarter,0,0.02,5387.530620437581,0.0018385038457121,8760.0
zone,month,50,0.06,0.0,0.0,0.0
zone,quarter,40,0.06,0.0,0.0,0.0
zonf,quarter,10,0.09,17751.450351729058,0.0030760882345122,1321.0
zone,quarter,50,0.02,0.0,0.0,0.0
zonf,quarter,50,0.01,0.0,0.0,0.0
zond,quarter,30,0.03,0.0,0.0,0.0
zone,year,20,0.04,0.0,0.0,0.0
zond,month,20,0.07,0.0,0.0,0.0
zone,year,0,0.07,26546.07468704367,0.0072956044661066,8760.0
zonf,month,40,0.1,0.0,0.0,0.0
zond,year,40,0.03,0.0,0.0,0.0
zonf,quarter,50,0.05,0.0,0.0,0.0
zonf,quarter,10,0.07,7635.0488265557215,0.0013230515478982,619.0
zonf,quarter,40,0.01,0.0,0.0,0.0
zond,year,20,0.1,0.0,0.0,0.0
zone,quarter,30,0.03,0.0,0.0,0.0
zone,month,40,0.03,0.0,0.0,0.0
zone,year,40,0.1,0.0,0.0,0.0
zond,month,50,0.04,0.0,0.0,0.0
zond,quarter,30,0.09,0.0,0.0,0.0
zone,month,50,0.04,0.0,0.0,0.0
zond,year,30,0.02,0.0,0.0,0.0
zone,year,50,0.05,0.0,0.0,0.0
zond,month,20,0.06,0.0,0.0,0.0
zonf,quarter,50,0.04,0.0,0.0,0.0
zone,quarter,30,0.09,0.0,0.0,0.0
zond,month,10,0.06,0.0,0.0,0.0
zond,quarter,50,0.06,0.0,0.0,0.0
zond,year,10,0.09,1177.3917041574605,0.0004017868906009,107.0
zone,month,40,0.09,0.0,0.0,0.0
